ID,Тип,Артикул,Имя,Опубликован,Рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия скидки","Дата окончания действия скидки","Статус налога","Налоговый класс","В наличии?",Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (кг)","Длина (см)","Ширина (см)","Высота (см)","Разрешить отзывы от клиентов?","Примечание к покупке","Акционная цена","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Дней срока загрузки",Родительский,"Сгруппированные товары",Апсэлы,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Fixed Tiered Prices","Tiered pricing type","Tiered pricing minimum product quantity","Percentage Tiered Prices","Название атрибута 1","Значения атрибутов 1","Видимость атрибута 1","Глобальный атрибут 1","Название атрибута 2","Значения атрибутов 2","Видимость атрибута 2","Глобальный атрибут 2","Название атрибута 3","Значения атрибутов 3","Видимость атрибута 3","Глобальный атрибут 3","Название атрибута 4","Значения атрибутов 4","Видимость атрибута 4","Глобальный атрибут 4","Название атрибута 5","Значения атрибутов 5","Видимость атрибута 5","Глобальный атрибут 5","Название атрибута 6","Значения атрибутов 6","Видимость атрибута 6","Глобальный атрибут 6","Название атрибута 7","Значения атрибутов 7","Видимость атрибута 7","Глобальный атрибут 7","Мета: _swatch_type","Мета: _tiered_price_minimum_qty","Мета: _tiered_pricing_template","Мета: _tiered_price_rules_type","Мета: _minimum_qty","Мета: _step_qty","Мета: _individual_price","Мета: product_production_time","Мета: _product_production_time","Мета: product_short_name","Мета: _product_short_name","Мета: _yoast_wpseo_primary_product_cat","Мета: _yoast_wpseo_focuskw","Мета: _yoast_wpseo_title","Мета: _yoast_wpseo_metadesc","Мета: _yoast_wpseo_linkdex","Мета: _yoast_wpseo_content_score","Мета: _yoast_wpseo_estimated-reading-time-minutes","Мета: _yoast_wpseo_wordproof_timestamp","Мета: views","Мета: Razmerykorobki_0_nazvanie_ssylki","Мета: _Razmerykorobki_0_nazvanie_ssylki","Мета: Razmerykorobki_0_ssylka","Мета: _Razmerykorobki_0_ssylka","Мета: Razmerykorobki_1_nazvanie_ssylki","Мета: _Razmerykorobki_1_nazvanie_ssylki","Мета: Razmerykorobki_1_ssylka","Мета: _Razmerykorobki_1_ssylka","Мета: Razmerykorobki","Мета: _Razmerykorobki","Мета: markakorobki_0_nazvanie_ssylki","Мета: _markakorobki_0_nazvanie_ssylki","Мета: markakorobki_0_ssylka","Мета: _markakorobki_0_ssylka","Мета: markakorobki_1_nazvanie_ssylki","Мета: _markakorobki_1_nazvanie_ssylki","Мета: markakorobki_1_ssylka","Мета: _markakorobki_1_ssylka","Мета: markakorobki","Мета: _markakorobki","Мета: colorkorobki_0_nazvanie_ssylki","Мета: _colorkorobki_0_nazvanie_ssylki","Мета: colorkorobki_0_ssylka","Мета: _colorkorobki_0_ssylka","Мета: colorkorobki","Мета: _colorkorobki"
2601,simple,,"Гофрокороб 300х300х100 мм Т22В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,300,300,100,1,,,29.65,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:26.85,200:25.8,500:21.95,1000:20.55",fixed,20,,"Длина, мм",300,1,1,"Ширина, мм",300,1,1,"Высота, мм",100,1,1,"Марка картона",Т22В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",300x300x100,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 300х300х100 мм Т22В бурый",field_63c3e58dae8bc,331,"Гофрокороб 300х300х100 мм Т22В бурый","Гофрокороб 300х300х100 мм Т22В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 300х300х100 мм Т22В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,simple,,"Гофрокороб 300х300х100 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,300,300,100,1,,,30.67,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:27.87,200:26.82,500:22.97,1000:21.57",fixed,20,,"Длина, мм",300,1,1,"Ширина, мм",300,1,1,"Высота, мм",100,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",300x300x100,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 300х300х100 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 300х300х100 мм Т23В бурый","Гофрокороб 300х300х100 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 300х300х100 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,simple,,"Гофрокороб 300х300х150 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,300,300,150,1,,,32.27,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:29.47,200:28.42,500:24.57,1000:23.17",fixed,20,,"Длина, мм",300,1,1,"Ширина, мм",300,1,1,"Высота, мм",150,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",300x300x150,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 300х300х150 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 300х300х150 мм Т23В бурый","Гофрокороб 300х300х150 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 300х300х150 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,simple,,"Гофрокороб 300х300х250 мм Т22В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,300,300,250,1,,,38.68,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:35.08,200:33.73,500:28.78,1000:26.98",fixed,20,,"Длина, мм",300,1,1,"Ширина, мм",300,1,1,"Высота, мм",250,1,1,"Марка картона",Т22В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",300x300x250,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 300х300х250 мм Т22В бурый",field_63c3e58dae8bc,331,"Гофрокороб 300х300х250 мм Т22В бурый","Гофрокороб 300х300х250 мм Т22В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 300х300х250 мм Т22В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,simple,,"Гофрокороб 300х300х300 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,300,300,300,1,,,41.66,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:38.06,200:36.71,500:31.76,1000:29.96",fixed,20,,"Длина, мм",300,1,1,"Ширина, мм",300,1,1,"Высота, мм",300,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",300x300x300,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 300х300х300 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 300х300х300 мм Т23В бурый","Гофрокороб 300х300х300 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 300х300х300 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,simple,,"Гофрокороб 350х150х150 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,350,150,150,1,,,21.02,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:19.02,200:18.27,500:15.52,1000:14.52",fixed,20,,"Длина, мм",350,1,1,"Ширина, мм",150,1,1,"Высота, мм",150,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",350x150x150,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 350х150х150 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 350х150х150 мм Т23В бурый","Гофрокороб 350х150х150 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 350х150х150 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,simple,,"Гофрокороб 380х285х190 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,380,285,190,1,,,36.96,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:33.76,200:32.56,500:28.16,1000:26.56",fixed,20,,"Длина, мм",380,1,1,"Ширина, мм",285,1,1,"Высота, мм",190,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",380x285x190,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 380х285х190 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 380х285х190 мм Т23В бурый","Гофрокороб 380х285х190 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 380х285х190 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,simple,,"Гофрокороб 380х380х253 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,380,380,253,1,,,51.76,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:47.56,200:45.99,500:40.21,1000:38.11",fixed,20,,"Длина, мм",380,1,1,"Ширина, мм",380,1,1,"Высота, мм",253,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",380x380x253,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 380х380х253 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 380х380х253 мм Т23В бурый","Гофрокороб 380х380х253 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 380х380х253 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,simple,,"Гофрокороб 400x400x400 мм Т22В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,400,400,1,,,58.79,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:54.39,200:52.74,500:46.69,1000:44.49",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",400,1,1,"Высота, мм",400,1,1,"Марка картона",Т22В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x400x400,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400x400x400 мм Т22В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400x400x400 мм Т22В бурый","Гофрокороб 400x400x400 мм Т22В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400x400x400 мм Т22В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,simple,,"Гофрокороб 400х200х200 мм Т22В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,200,200,1,,,29.41,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:26.61,200:25.46,500:21.71,1000:20.31",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",200,1,1,"Высота, мм",200,1,1,"Марка картона",Т22В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x200x200,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х200х200 мм Т22В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х200х200 мм Т22В бурый","Гофрокороб 400х200х200 мм Т22В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х200х200 мм Т22В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,simple,,"Гофрокороб 400х200х200 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,200,200,1,,,30.41,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:27.61,200:26.56,500:22.71,1000:21.31",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",200,1,1,"Высота, мм",200,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x200x200,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х200х200 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х200х200 мм Т23В бурый","Гофрокороб 400х200х200 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х200х200 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,simple,,"Гофрокороб 400х250х250 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,250,250,1,,,37.49,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:34.29,200:33.09,500:28.69,1000:27.09",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",250,1,1,"Высота, мм",250,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x250x250,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х250х250 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х250х250 мм Т23В бурый","Гофрокороб 400х250х250 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х250х250 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,simple,,"Гофрокороб 400х300х200 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,300,200,1,,,41.13,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:37.53,200:36.18,500:31.23,1000:29.43",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",300,1,1,"Высота, мм",200,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x300x200,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х300х200 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х300х200 мм Т23В бурый","Гофрокороб 400х300х200 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х300х200 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,simple,,"Гофрокороб 400х300х300 мм Т23В бурый",1,0,visible,,"Гофрокороб размером 400х300х300 мм, изготовленный из бурого картона Т22В. Этот короб подходит для упаковки различных товаров средних и крупных размеров.

Гофрокороб 400х300х300 мм обеспечивает  защиту вашей продукции во время транспортировки и хранения. Мы гарантируем высокое качество нашей упаковки и экологическую безопасность материала, так как короб изготовлен из экологически чистого картона.

Простота сборки и надежная фиксация достигаются за счет ушек, которые обеспечивают простой и надежный способ закрытия упаковки. Гофрокороб 400х300х300 мм удобен для переноски и экономит место при хранении благодаря размерам.

Этот короб из гофрокартона оптимален для различных товаров, таких как бытовая техника, электроника, одежда, аксессуары и другие предметы. Он обеспечивает надежную защиту и сохранность вашей продукции.

Закажите короб из гофрокартона 400х300х300 мм у нас, и получите качественную упаковку для своих товаров. Мы гарантируем доступные цены, быструю доставку и отличное обслуживание.",,,taxable,,1,,,0,0,,400,300,300,1,,,47.15,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:43.15,200:41.65,500:36.15,1000:34.15",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",300,1,1,"Высота, мм",300,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x300x300,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х300х300 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х300х300 мм Т23В бурый","Гофрокороб 400х300х300 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х300х300 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,simple,,"Гофрокороб 400х300х400 мм Т22В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,300,400,1,,,49.76,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:45.56,200:43.99,500:38.21,1000:36.11",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",300,1,1,"Высота, мм",400,1,1,"Марка картона",Т22В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x300x400,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х300х400 мм Т22В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х300х400 мм Т22В бурый","Гофрокороб 400х300х400 мм Т22В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х300х400 мм Т22В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,simple,,"Гофрокороб 400х300х400 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,300,400,1,,,51.76,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:47.56,200:45.99,500:40.21,1000:38.11",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",300,1,1,"Высота, мм",400,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x300x400,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х300х400 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х300х400 мм Т23В бурый","Гофрокороб 400х300х400 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х300х400 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,simple,,"Гофрокороб 400х400х150 мм Т22В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,400,150,1,,,46.4,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:42.4,200:40.9,500:35.4,1000:33.4",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",400,1,1,"Высота, мм",150,1,1,"Марка картона",Т22В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x400x150,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х400х150 мм Т22В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х400х150 мм Т22В бурый","Гофрокороб 400х400х150 мм Т22В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х400х150 мм Т22В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,simple,,"Гофрокороб 400х400х150 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,400,400,150,1,,,48.22,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Средние картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:44.22,200:42.72,500:37.22,1000:35.22",fixed,20,,"Длина, мм",400,1,1,"Ширина, мм",400,1,1,"Высота, мм",150,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",400x400x150,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 400х400х150 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 400х400х150 мм Т23В бурый","Гофрокороб 400х400х150 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 400х400х150 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
